IDCentro,Client,Channel 1,Channel 2,CD
AV22,12237816,UC,UC,CD Armenia
AV06,12729245,UC,UC,CD Tocancipa
AV71,13810746,UC,UC,CD Chapinero UDC
AV74,12501641,UC,UC,CD La arenosa
AV24,12262655,UC,UC,CD Yopal
AV42,12573381,UC,UC,CD Tunja
AV10,11412611,UC,UC,CD Turbaco
AV39,10501004,UC,UC,CD Monteria
AV49,13249510,UC,UC,CD Metroparque
AV13,11323833,UC,UC,CD Corozal
AV50,11330173,UC,UC,CD Siberia
AV11,12272327,UC,UC,CD Santa Marta
AV04,13736141,UC,UC,CD Tibasosa
AV04,14159540,UC,UC,CD Tibasosa
AV78,12553648,UC,UC,CD Montevideo
AV24,12565956,UC,UC,CD Yopal
AV20,11429616,UC,UC,CD Cucuta
AV17,12263739,UC,UC,CD Girardot
AV74,12490124,UC,UC,CD La arenosa
AV20,11591456,UC,UC,CD Cucuta
AV26,11777606,UC,UC,CD Autosur
AV66,10489125,UC,UC,CD Chiquinquira
AV10,14099608,UC,UC,CD Turbaco
AV47,11198089,UC,UC,CD Sibate
AV12,12635587,UC,UC,CD Valledupar
AV11,12143847,UD DSD,UD DSD,CD Santa Marta
AV26,14018908,UC,UC,CD Autosur
AV74,11004155,UC,UC,CD La arenosa
AV52,11727220,UC,UC,CD Aranjuez UDC
AV74,11493614,UC,UC,CD La arenosa
AV26,13028364,UC,UC,CD Autosur
AV47,13935487,UC,UC,CD Sibate
AV49,11186247,UC,UC,CD Metroparque
AV11,12723842,UC,UC,CD Santa Marta
AV27,11159523,UC,UC,CD Ibague
AV16,11334789,UC,UC,CD Pereira
AV26,10625453,UC,UC,CD Autosur
AV34,13835465,UC,UC,CD Puente Nacional
AV78,12589039,UC,UC,CD Montevideo
AV06,14142987,UC,UC,CD Tocancipa
AV39,13810946,UC,UC,CD Monteria
AV35,10787316,UC,UC,CD San Gil
AV68,10488353,UC,UC,CD Bodega MKP Tocancipá
AV37,13902731,UC,UC,CD Barrancabermeja
AV13,13027522,UC,UC,CD Corozal
AV37,11279144,KA,UC,CD Barrancabermeja
AV46,11100747,UD DSD,UD DSD,CD Cali
AV35,14141537,UC,UC,CD San Gil
AV47,12758411,UC,UC,CD Sibate
AV35,13468613,UC,UC,CD San Gil
AV20,14113293,UC,UC,CD Cucuta
AV18,12569075,UC,UC,CD Neiva
AV49,11672657,UC,UC,CD Metroparque
AV24,13681471,UC,UC,CD Yopal
AV33,12778349,UC,UC,CD Aguachica
AV12,13839718,UC,UC,CD Valledupar
AV16,12288469,UC,UC,CD Pereira
AV47,11421641,UC,UC,CD Sibate
AV22,10364098,UC,UC,CD Armenia
AV06,13364876,KA,KA,CD Tocancipa
AV66,10483568,UC,UC,CD Chiquinquira
AV02,12149316,KA,KA,CD Bucaramanga
AV17,13404988,UC,UC,CD Girardot
AV25,11174373,UC,UC,CD Honda
AV78,11734099,UC,UC,CD Montevideo
AV15,13719297,UC,UC,CD Pasto
AV46,12259871,UC,UC,CD Cali
AV15,12591015,UC,UC,CD Pasto
AV74,14032817,UC,UC,CD La arenosa
AV10,13249511,UC,UC,CD Turbaco
AV11,12100223,UC,UC,CD Santa Marta
AV55,11454339,UC,UC,CD Girardota
AV55,14157693,UC,UC,CD Girardota
AV28,13738586,UC,UC,CD Popayan
AV13,14191924,UC,UC,CD Corozal
AV22,13223330,UC,UC,CD Armenia
AV16,14159630,UC,UC,CD Pereira
AV78,10589685,UC,UC,CD Montevideo
AV06,13051256,KA,KA,CD Tocancipa
AV24,12538554,UC,UC,CD Yopal
AV55,10523854,UC,UC,CD Girardota
AV49,12512780,UC,UC,CD Metroparque
AV26,13491158,UC,UC,CD Autosur
AV15,10446357,UC,UC,CD Pasto
AV23,13194981,UC,UC,CD Bucaramanga
AV46,10884548,UD DSD,UD DSD,CD Cali
AV55,10527441,UC,UC,CD Girardota
AV13,13472984,UC,UC,CD Corozal
AV02,14126871,UC,UC,CD Bucaramanga
AV46,12125710,UD DSD,UD DSD,CD Cali
AV69,11357565,UC,UC,CD CAR Torices UDC
AV55,10517444,UC,UC,CD Girardota
AV38,12172833,UC,UC,CD Curumani
AV49,11204147,UC,UC,CD Metroparque
AV26,11471918,UC,UC,CD Autosur
AV39,13510209,UC,UC,CD Monteria
AV02,10785916,UC,UC,CD Bucaramanga
AV16,12142264,UC,UC,CD Pereira
AV34,13856544,UC,UC,CD Puente Nacional
AV04,10290403,UC,UC,CD Tibasosa
AV16,12469982,UC,UC,CD Pereira
AV34,12201715,UC,UC,CD Puente Nacional
AV19,12537156,UC,UC,CD Villavicencio
AV13,14188159,UC,UC,CD Corozal
AV20,11421455,UC,UC,CD Cucuta
AV74,12468853,UC,UC,CD La arenosa
AV73,13975095,UC,UC,CD El Jardin UDC
AV37,11468017,UC,UC,CD Barrancabermeja
AV15,10447285,UC,UC,CD Pasto
AV49,12491264,UC,UC,CD Metroparque
AV13,13816578,UC,UC,CD Corozal
AV46,13722412,UD DSD,UD DSD,CD Cali
AV49,13056834,UC,UC,CD Metroparque
AV15,10451633,UC,UC,CD Pasto
AV47,13193190,UC,UC,CD Sibate
AV13,13666948,UC,UC,CD Corozal
AV71,11218361,UC,UC,CD Chapinero UDC
AV17,12285792,UC,UC,CD Girardot
AV46,10896036,UD DSD,UD DSD,CD Cali
AV16,10467490,UC,UC,CD Pereira
AV47,14132004,UC,UC,CD Sibate
AV27,14184293,UC,UC,CD Ibague
AV34,12216821,UC,UC,CD Puente Nacional
AV32,14100933,UC,UC,CD Magangue
AV42,12706487,UC,UC,CD Tunja
AV23,13666474,UC,UC,CD Bucaramanga
AV04,10300369,UC,UC,CD Tibasosa
AV13,12954006,UC,UC,CD Corozal
AV46,12532389,UC,UC,CD Cali
AV19,10427917,UC,UC,CD Villavicencio
AV19,14113450,UC,UC,CD Villavicencio
AV15,10445799,UC,UC,CD Pasto
AV24,13384480,UC,UC,CD Yopal
AV10,13551725,UC,UC,CD Turbaco
AV49,10371941,UC,UC,CD Metroparque
AV20,12117277,UC,UC,CD Cucuta
AV46,12726867,UC,UC,CD Cali
AV29,13724192,UC,UC,CD San Andres
AV13,14024941,UC,UC,CD Corozal
AV25,13588622,UC,UC,CD Honda
AV42,12232997,UC,UC,CD Tunja
AV13,10274305,UC,UC,CD Corozal
AV26,12292543,UC,UC,CD Autosur
AV04,10282955,UC,UC,CD Tibasosa
AV50,13716148,UC,UC,CD Siberia
AV04,13925257,UC,UC,CD Tibasosa
AV26,13185357,UC,UC,CD Autosur
AV42,11426715,UC,UC,CD Tunja
AV50,10602519,UC,UC,CD Siberia
AV26,13027355,UC,UC,CD Autosur
AV19,13080689,UC,UC,CD Villavicencio
AV46,11252008,UC,UC,CD Cali
AV42,11658189,UC,UC,CD Tunja
AV23,10835171,UC,UC,CD Bucaramanga
AV19,12734142,UC,UC,CD Villavicencio
AV46,11249806,UD DSD,UD DSD,CD Cali
AV36,13049991,UC,UC,CD Fonseca
AV15,10427646,UC,UC,CD Pasto
AV33,12593602,UC,UC,CD Aguachica
AV27,11659291,UC,UC,CD Ibague
AV55,10524391,UC,UC,CD Girardota
AV49,12528473,UC,UC,CD Metroparque
AV02,14132674,UC,UC,CD Bucaramanga
AV22,10365818,UC,UC,CD Armenia
AV37,11597628,UC,UC,CD Barrancabermeja
AV38,12231014,UC,UC,CD Curumani
AV15,10432175,UC,UC,CD Pasto
AV18,11733869,UC,UC,CD Neiva
AV24,11552810,UC,UC,CD Yopal
AV18,13748589,UC,UC,CD Neiva
AV22,10366565,UC,UC,CD Armenia
AV47,11457915,UC,UC,CD Sibate
AV38,12929060,UC,UC,CD Curumani
AV35,11623246,UC,UC,CD San Gil
AV26,12801026,UC,UC,CD Autosur
AV04,10282466,UC,UC,CD Tibasosa
AV06,14138069,UC,UC,CD Tocancipa
AV04,10290850,UC,UC,CD Tibasosa
AV50,10615828,UC,UC,CD Siberia
AV35,12768078,UC,UC,CD San Gil
AV42,12858903,UC,UC,CD Tunja
AV06,14110334,UC,UC,CD Tocancipa
AV49,11377395,UC,UC,CD Metroparque
AV70,12247071,UC,UC,CD Envigado UDC
AV26,12148234,UC,UC,CD Autosur
AV54,10636709,UC,UC,CD Engativa UDC
AV13,11438636,UC,UC,CD Corozal
AV47,12774054,UC,UC,CD Sibate
AV47,12786319,UC,UC,CD Sibate
AV46,10887555,UC,UC,CD Cali
AV26,12768230,UC,UC,CD Autosur
AV47,11417708,UC,UC,CD Sibate
AV16,13935952,UC,UC,CD Pereira
AV15,12459409,UC,UC,CD Pasto
AV16,14153042,UC,UC,CD Pereira
AV53,11722853,UC,UC,CD Bosa UDC
AV17,13855009,UC,UC,CD Girardot
AV19,10411247,UC,UC,CD Villavicencio
AV11,10149271,UC,UC,CD Santa Marta
AV40,14025333,UC,UC,CD Caucasia
AV47,12281203,UC,UC,CD Sibate
AV47,10767178,UC,UC,CD Sibate
AV19,13406375,UC,UC,CD Villavicencio
AV19,10421247,UC,UC,CD Villavicencio
AV10,13404361,UC,UC,CD Turbaco
AV26,10783512,UC,UC,CD Autosur
AV06,13405173,UC,UC,CD Tocancipa
AV16,12597315,UC,UC,CD Pereira
AV15,12759400,UC,UC,CD Pasto
AV26,13867335,UC,UC,CD Autosur
AV10,14121449,UC,UC,CD Turbaco
AV26,12945187,UC,UC,CD Autosur
AV26,12771596,UC,UC,CD Autosur
AV46,14108414,UC,UC,CD Cali
AV26,13112386,UC,UC,CD Autosur
AV15,10428848,UC,UC,CD Pasto
AV04,10279993,UC,UC,CD Tibasosa
AV46,13748520,UC,UC,CD Cali
AV49,10377631,UC,UC,CD Metroparque
AV27,11337605,UC,UC,CD Ibague
AV25,13169740,UC,UC,CD Honda
AV26,12609759,UC,UC,CD Autosur
AV06,13848790,UC,UC,CD Tocancipa
AV49,10986688,UC,UC,CD Metroparque
AV49,13813784,UC,UC,CD Metroparque
AV15,13250837,UC,UC,CD Pasto
